                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
182,0.46508,0.24496,0.90436,0.94566,0.9411,0.97203,0.77313,0.9201,0.43304,1.4371,0.00109,0.00109,0.00109
183,0.4546,0.24098,0.89723,0.9516,0.93121,0.97118,0.77203,0.91812,0.42836,1.4365,0.0010405,0.0010405,0.0010405
184,0.46448,0.24365,0.89969,0.94836,0.93302,0.97052,0.77077,0.91629,0.43047,1.4372,0.000991,0.000991,0.000991
185,0.46128,0.24753,0.90396,0.9451,0.93653,0.96965,0.77167,0.91691,0.43667,1.4356,0.0009415,0.0009415,0.0009415
186,0.45065,0.24001,0.89569,0.95361,0.92716,0.97065,0.76998,0.91794,0.43717,1.4414,0.000892,0.000892,0.000892
187,0.44887,0.23797,0.89377,0.94517,0.9366,0.96921,0.77105,0.91929,0.4348,1.4492,0.0008425,0.0008425,0.0008425
188,0.45011,0.23929,0.8995,0.95038,0.93018,0.96969,0.77113,0.9149,0.42876,1.4441,0.000793,0.000793,0.000793
189,0.43946,0.2367,0.8917,0.95832,0.92176,0.97008,0.77222,0.91547,0.4273,1.4455,0.0007435,0.0007435,0.0007435
190,0.43848,0.23498,0.88857,0.95399,0.92536,0.97093,0.77066,0.91743,0.43061,1.449,0.000694,0.000694,0.000694
191,0.41134,0.21371,0.87986,0.95482,0.92806,0.96923,0.77418,0.91473,0.42689,1.4511,0.0006445,0.0006445,0.0006445
192,0.37873,0.20279,0.86628,0.94839,0.93361,0.96935,0.77057,0.91724,0.4205,1.4555,0.000595,0.000595,0.000595
193,0.36861,0.19912,0.86305,0.95404,0.92986,0.96997,0.76797,0.91631,0.42092,1.4572,0.0005455,0.0005455,0.0005455
