               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.023034,            0.030362,                   0,              0.9339,             0.95054,             0.97207,             0.67538,            0.025289,            0.030612,                   0,           0.0044343,           0.0044343,           0.0044343
                 115,            0.023093,            0.030857,                   0,             0.92792,             0.94929,             0.97209,             0.67941,            0.025073,            0.030421,                   0,           0.0043851,           0.0043851,           0.0043851
                 116,             0.02254,            0.030398,                   0,             0.94929,             0.93423,             0.97022,             0.67909,             0.02534,            0.031145,                   0,           0.0043358,           0.0043358,           0.0043358
                 117,              0.0225,            0.030524,                   0,                0.94,              0.9439,             0.97382,             0.67839,            0.025418,            0.030954,                   0,           0.0042866,           0.0042866,           0.0042866
                 118,            0.022252,            0.029991,                   0,             0.94211,             0.94396,             0.97204,             0.68187,            0.025098,            0.030407,                   0,           0.0042373,           0.0042373,           0.0042373
                 119,            0.022256,            0.029916,                   0,             0.95341,             0.92928,             0.97258,             0.68108,             0.02509,             0.03056,                   0,           0.0041881,           0.0041881,           0.0041881
                 120,            0.022664,            0.030745,                   0,             0.94326,             0.94559,             0.97215,             0.67423,            0.025496,            0.030756,                   0,           0.0041388,           0.0041388,           0.0041388
                 121,            0.022237,            0.030196,                   0,             0.93744,             0.94469,             0.97148,             0.68015,            0.025224,            0.030604,                   0,           0.0040896,           0.0040896,           0.0040896
                 122,            0.022303,             0.03011,                   0,             0.94568,              0.9393,             0.97343,             0.68177,            0.024942,            0.030564,                   0,           0.0040403,           0.0040403,           0.0040403
                 123,            0.022047,            0.029808,                   0,              0.9505,             0.93243,             0.97063,             0.68321,             0.02503,            0.030984,                   0,            0.003991,            0.003991,            0.003991
                 124,            0.022184,            0.029598,                   0,             0.95237,             0.93511,             0.97262,             0.67866,             0.02507,            0.030698,                   0,           0.0039418,           0.0039418,           0.0039418
                 125,            0.021847,            0.029506,                   0,             0.95424,             0.93345,             0.97594,             0.68762,            0.024877,            0.031003,                   0,           0.0038925,           0.0038925,           0.0038925
                 126,            0.022048,            0.029702,                   0,             0.95311,             0.93225,              0.9713,             0.68151,            0.025281,            0.031303,                   0,           0.0038433,           0.0038433,           0.0038433
                 127,            0.021885,            0.029754,                   0,             0.94211,             0.95128,             0.97397,              0.6931,            0.024596,            0.030447,                   0,            0.003794,            0.003794,            0.003794
                 128,            0.021474,            0.028831,                   0,             0.95272,              0.9339,             0.97241,             0.68941,            0.024937,            0.031052,                   0,           0.0037448,           0.0037448,           0.0037448
                 129,            0.021422,            0.028879,                   0,             0.94683,              0.9393,             0.97439,             0.69073,            0.024751,            0.030764,                   0,           0.0036955,           0.0036955,           0.0036955
                 130,            0.021362,            0.028381,                   0,             0.93642,             0.94703,              0.9736,             0.68839,            0.024739,            0.030936,                   0,           0.0036463,           0.0036463,           0.0036463
                 131,            0.021381,            0.029181,                   0,             0.94855,             0.94245,             0.97387,             0.68461,            0.024953,            0.030619,                   0,            0.003597,            0.003597,            0.003597
                 132,            0.020978,            0.029182,                   0,             0.93953,             0.94739,             0.97129,             0.68895,            0.024824,            0.030954,                   0,           0.0035478,           0.0035478,           0.0035478
                 133,            0.021412,            0.028681,                   0,             0.94615,             0.93231,             0.97314,             0.69117,            0.024745,            0.030941,                   0,           0.0034985,           0.0034985,           0.0034985
                 134,            0.020873,            0.028557,                   0,             0.94217,             0.94379,             0.97336,             0.69238,            0.024775,            0.031178,                   0,           0.0034493,           0.0034493,           0.0034493
