                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
123,0.74765,0.35793,1.042,0.95523,0.92176,0.97353,0.73283,1.0137,0.44198,1.3779,0.0040105,0.0040105,0.0040105
124,0.75053,0.35404,1.0437,0.9498,0.92266,0.97382,0.7322,1.0158,0.44074,1.3774,0.003961,0.003961,0.003961
125,0.74908,0.35723,1.0393,0.94317,0.93525,0.97281,0.73307,1.0167,0.4382,1.3815,0.0039115,0.0039115,0.0039115
126,0.73579,0.35084,1.036,0.94678,0.93594,0.97319,0.73581,1.0104,0.44078,1.3803,0.003862,0.003862,0.003862
127,0.7373,0.35499,1.0351,0.92912,0.94894,0.97184,0.73324,1.0184,0.44416,1.3947,0.0038125,0.0038125,0.0038125
128,0.7196,0.34816,1.0321,0.95853,0.91454,0.97251,0.73688,1.011,0.44734,1.3889,0.003763,0.003763,0.003763
129,0.72295,0.35064,1.0321,0.92742,0.94799,0.96983,0.73185,1.0125,0.44788,1.3875,0.0037135,0.0037135,0.0037135
130,0.72215,0.34565,1.0239,0.9274,0.94778,0.96919,0.73927,1.0088,0.444,1.382,0.003664,0.003664,0.003664
131,0.71398,0.34398,1.0242,0.94489,0.93279,0.97131,0.73789,1.0059,0.43912,1.3782,0.0036145,0.0036145,0.0036145
132,0.70794,0.346,1.0268,0.93979,0.94752,0.97383,0.73964,1.0015,0.43569,1.3783,0.003565,0.003565,0.003565
133,0.71498,0.34354,1.0212,0.93845,0.9339,0.97041,0.73604,1.0067,0.44745,1.3832,0.0035155,0.0035155,0.0035155
134,0.70699,0.34201,1.0225,0.95068,0.92747,0.97202,0.73686,1.0011,0.44119,1.3816,0.003466,0.003466,0.003466
135,0.6993,0.33839,1.0145,0.94672,0.9357,0.97209,0.73654,0.99606,0.4363,1.383,0.0034165,0.0034165,0.0034165
136,0.70391,0.33989,1.0165,0.93779,0.93615,0.97348,0.73496,1.008,0.44649,1.3929,0.003367,0.003367,0.003367
137,0.69049,0.33519,1.0119,0.94625,0.93403,0.97194,0.73783,1.0048,0.44614,1.3956,0.0033175,0.0033175,0.0033175
138,0.69331,0.33452,1.0103,0.94904,0.92896,0.97231,0.73946,0.99402,0.43671,1.3851,0.003268,0.003268,0.003268
139,0.692,0.33186,1.0087,0.95383,0.91962,0.97221,0.73924,1.0004,0.44517,1.393,0.0032185,0.0032185,0.0032185
140,0.6729,0.32764,1.0067,0.94593,0.933,0.97207,0.74264,0.99744,0.44911,1.3916,0.003169,0.003169,0.003169
141,0.67824,0.33149,1.0015,0.95676,0.92525,0.96996,0.74117,0.99249,0.44314,1.382,0.0031195,0.0031195,0.0031195
142,0.67571,0.32984,1.0045,0.93544,0.93975,0.97057,0.74423,0.98615,0.44065,1.3803,0.00307,0.00307,0.00307
143,0.67436,0.32732,1.0001,0.95478,0.92401,0.97046,0.7444,0.9827,0.43722,1.377,0.0030205,0.0030205,0.0030205
144,0.66932,0.32539,0.99437,0.94535,0.9321,0.96799,0.74163,0.98873,0.44495,1.3831,0.002971,0.002971,0.002971
145,0.65923,0.32576,0.98783,0.949,0.93121,0.97077,0.74181,0.98194,0.43161,1.3799,0.0029215,0.0029215,0.0029215
146,0.65727,0.32181,0.98935,0.94925,0.9348,0.97119,0.7376,0.98747,0.43669,1.3972,0.002872,0.002872,0.002872
147,0.6569,0.32119,0.989,0.94165,0.93795,0.97096,0.74632,0.98203,0.42947,1.3957,0.0028225,0.0028225,0.0028225
148,0.65916,0.31864,0.99223,0.94594,0.93626,0.97332,0.74695,0.97807,0.42669,1.3842,0.002773,0.002773,0.002773
149,0.64712,0.31858,0.9882,0.94496,0.92634,0.97094,0.74594,0.97727,0.44231,1.3794,0.0027235,0.0027235,0.0027235
150,0.65512,0.31761,0.9892,0.93753,0.9366,0.96967,0.74495,0.97743,0.43475,1.3805,0.002674,0.002674,0.002674
151,0.63716,0.3145,0.98182,0.9366,0.9429,0.97139,0.74676,0.97377,0.43517,1.3823,0.0026245,0.0026245,0.0026245
152,0.64363,0.31844,0.9888,0.95104,0.93165,0.9707,0.74927,0.97586,0.43401,1.3831,0.002575,0.002575,0.002575
153,0.63352,0.31134,0.97707,0.95009,0.93345,0.97278,0.7484,0.97206,0.43139,1.3879,0.0025255,0.0025255,0.0025255
154,0.64802,0.31562,0.9808,0.95831,0.92581,0.97186,0.74366,0.97555,0.43075,1.3945,0.002476,0.002476,0.002476
155,0.6249,0.30723,0.97643,0.93668,0.9411,0.97219,0.75001,0.97619,0.43231,1.3987,0.0024265,0.0024265,0.0024265
156,0.61776,0.30621,0.9751,0.95475,0.92025,0.97173,0.74683,0.97491,0.43406,1.4048,0.002377,0.002377,0.002377
157,0.62675,0.31076,0.98329,0.94666,0.93435,0.97175,0.74759,0.97518,0.43346,1.3976,0.0023275,0.0023275,0.0023275
158,0.62013,0.3056,0.97149,0.95446,0.93076,0.9741,0.75141,0.96906,0.43036,1.3967,0.002278,0.002278,0.002278
159,0.61202,0.30471,0.96563,0.94675,0.92727,0.97148,0.74995,0.97302,0.4297,1.4057,0.0022285,0.0022285,0.0022285
160,0.62399,0.30607,0.97024,0.94866,0.9366,0.97324,0.75233,0.97012,0.42526,1.397,0.002179,0.002179,0.002179
161,0.61026,0.30501,0.97208,0.9515,0.92986,0.97167,0.74655,0.97342,0.435,1.3988,0.0021295,0.0021295,0.0021295
162,0.60606,0.30184,0.96685,0.96022,0.92249,0.97258,0.75034,0.96723,0.4302,1.3975,0.00208,0.00208,0.00208
163,0.61256,0.30368,0.97007,0.95039,0.9321,0.9737,0.74969,0.97565,0.43535,1.4101,0.0020305,0.0020305,0.0020305
164,0.60712,0.30039,0.96943,0.94947,0.93777,0.97253,0.7495,0.97017,0.43264,1.4141,0.001981,0.001981,0.001981
