               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.018364,            0.024859,                   0,             0.94116,             0.94065,             0.96883,             0.69503,            0.024538,             0.03255,                   0,           0.0026612,           0.0026612,           0.0026612
                 151,            0.018052,            0.025212,                   0,             0.94749,             0.93525,             0.96778,             0.69422,            0.024631,            0.033084,                   0,           0.0026119,           0.0026119,           0.0026119
                 152,            0.018014,            0.024629,                   0,             0.94981,             0.92941,             0.96912,             0.69398,            0.024478,            0.033238,                   0,           0.0025627,           0.0025627,           0.0025627
                 153,            0.018259,             0.02565,                   0,             0.94971,             0.93165,              0.9689,             0.69391,            0.024544,             0.03276,                   0,           0.0025134,           0.0025134,           0.0025134
                 154,            0.018087,            0.025266,                   0,             0.94994,              0.9375,             0.97063,             0.69624,            0.024466,             0.03242,                   0,           0.0024642,           0.0024642,           0.0024642
                 155,            0.018061,            0.024949,                   0,             0.94406,              0.9411,               0.969,             0.69883,            0.024395,            0.032609,                   0,           0.0024149,           0.0024149,           0.0024149
                 156,            0.017773,            0.024867,                   0,             0.94853,             0.94065,             0.97142,             0.70213,            0.024275,            0.032715,                   0,           0.0023657,           0.0023657,           0.0023657
                 157,            0.017673,            0.024643,                   0,             0.94644,             0.94155,             0.96849,             0.70002,            0.024275,            0.033118,                   0,           0.0023164,           0.0023164,           0.0023164
                 158,            0.017834,            0.023996,                   0,             0.94138,              0.9402,             0.96844,             0.69964,            0.024222,            0.032986,                   0,           0.0022672,           0.0022672,           0.0022672
                 159,            0.017581,             0.02416,                   0,             0.95014,              0.9375,              0.9683,             0.70319,            0.024146,            0.032862,                   0,           0.0022179,           0.0022179,           0.0022179
                 160,            0.017482,            0.024511,                   0,             0.94873,             0.93189,             0.96757,             0.70039,            0.024292,            0.033196,                   0,           0.0021687,           0.0021687,           0.0021687
                 161,            0.017288,            0.023864,                   0,             0.94789,             0.93615,             0.96745,             0.69906,             0.02421,            0.033119,                   0,           0.0021194,           0.0021194,           0.0021194
                 162,            0.017098,            0.023752,                   0,             0.95069,             0.93975,             0.96951,             0.70494,            0.023949,             0.03297,                   0,           0.0020701,           0.0020701,           0.0020701
